Format Version,1.23,Take Name,Take 2022-04-30 06.22.42 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-04-30 06.22.42.472 PM,Capture Start Frame,579695,Total Frames in Take,8474,Total Exported Frames,8474,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,SensorHead:Marker1,SensorHead:Marker1,SensorHead:Marker1,SensorHead:Marker2,SensorHead:Marker2,SensorHead:Marker2,SensorHead:Marker3,SensorHead:Marker3,SensorHead:Marker3,SensorHead:Marker4,SensorHead:Marker4,SensorHead:Marker4,Unlabeled 1179,Unlabeled 1179,Unlabeled 1179,Unlabeled 1180,Unlabeled 1180,Unlabeled 1180
,ID,"6E8AF301C8DC11ECB1695D6E8D90CCB9","6E8AF301C8DC11ECB1695D6E8D90CCB9","6E8AF301C8DC11ECB1695D6E8D90CCB9","6E8AF300C8DC11ECB1695D6E8D90CCB9","6E8AF300C8DC11ECB1695D6E8D90CCB9","6E8AF300C8DC11ECB1695D6E8D90CCB9","6E8AF2FFC8DC11ECB1695D6E8D90CCB9","6E8AF2FFC8DC11ECB1695D6E8D90CCB9","6E8AF2FFC8DC11ECB1695D6E8D90CCB9","6E8AF2FEC8DC11ECB1695D6E8D90CCB9","6E8AF2FEC8DC11ECB1695D6E8D90CCB9","6E8AF2FEC8DC11ECB1695D6E8D90CCB9","25B2D9A781AC8D111EC","25B2D9A781AC8D111EC","25B2D9A781AC8D111EC","2512D9A781AC8D111EC","2512D9A781AC8D111EC","2512D9A781AC8D111EC"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
56,0.466000,-1265.432007,1012.127502,697.921265,-1225.388550,1006.760498,770.543884,-1157.223389,1002.551697,766.586792,-1169.385742,1006.192200,642.813049,,,,,,
57,0.475000,-1265.424072,1012.121704,697.942627,-1225.377563,1006.734497,770.549622,-1157.215820,1002.539978,766.594849,-1169.356689,1006.194702,642.827209,,,,,,
58,0.483000,-1265.436646,1012.109497,697.931702,-1225.373657,1006.732239,770.547913,-1157.222412,1002.535095,766.594116,-1169.356323,1006.195923,642.827759,,,,,,
59,0.491000,-1265.431641,1012.112244,697.934509,-1225.380249,1006.741394,770.550537,-1157.231445,1002.534485,766.587402,-1169.381592,1006.181824,642.838684,,,,,,
60,0.500000,-1265.438599,1012.126343,697.932434,-1225.385254,1006.735474,770.535034,-1157.219604,1002.542847,766.592957,-1169.371826,1006.193542,642.826782,,,,,,
61,0.508000,-1265.428223,1012.119751,697.943420,-1225.383911,1006.762878,770.541992,-1157.213867,1002.543701,766.574707,-1169.373657,1006.198853,642.831238,,,,,,
62,0.516000,-1265.417114,1012.138245,697.955261,-1225.392700,1006.754883,770.530945,-1157.214966,1002.577515,766.588989,-1169.358154,1006.197937,642.844055,,,,,,
63,0.525000,-1265.455566,1012.132996,697.919861,-1225.421631,1006.773376,770.513916,-1157.214478,1002.582764,766.599792,-1169.369385,1006.210205,642.828125,,,,,,
64,0.533000,-1265.427246,1012.154480,697.926819,-1225.417603,1006.777283,770.516174,-1157.244263,1002.587097,766.576599,-1169.384644,1006.212219,642.807495,,,,,,
65,0.541000,-1265.448853,1012.160522,697.914917,-1225.421021,1006.761658,770.497375,-1157.247559,1002.585876,766.574097,-1169.367676,1006.218079,642.821594,,,,,,
66,0.550000,-1265.432739,1012.139099,697.929077,-1225.421875,1006.759399,770.524658,-1157.241333,1002.577637,766.586609,-1169.375977,1006.205078,642.836365,,,,,,
