Format Version,1.23,Take Name,Planes_1,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-05-03 03.43.57.867 PM,Capture Start Frame,84322,Total Frames in Take,1243,Total Exported Frames,1243,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
489,4.075000,-4064.682129,2059.582275,-1901.062866,-4155.651855,2071.007568,-1910.020630,-4082.254883,2070.850830,-1773.798340,-4149.372559,2081.116211,-1784.892334,,,,,,,,,,-3476.373047,634.171204,393.109253,-3062.638184,1876.693970,593.839050,-2855.361328,638.075012,-848.787292,-2456.163574,1877.014771,-658.804565,-6638.442871,254.306671,35.708679,-5234.358887,1100.001953,-53.213604,-4302.134277,1102.016724,-106.207184,-4156.319336,1288.471191,-4265.065918,-3632.223633,21.687866,-3739.539307,-2926.411377,1238.505615,-3389.920166,-3639.828613,200.842255,2684.610840,,,,1705.111084,380.839691,370.636444,,,,,,,,,,-3026.184814,13.606922,-2352.255371,-2910.337158,1845.105713,-2396.531006,-2579.353760,11.224969,-1229.951782,-2477.877930,1845.023560,-1275.985840
490,4.083000,-4064.666748,2059.572266,-1901.041382,-4155.659668,2071.012695,-1910.012329,-4082.256836,2070.849854,-1773.791992,-4149.370117,2081.150146,-1784.894653,,,,,,,,,,-3476.353271,634.197144,393.124451,-3063.049805,1877.643311,593.798279,-2855.362793,638.092407,-848.781128,-2456.156738,1877.013428,-658.838928,-6638.427734,254.337250,35.735485,-5234.360352,1100.034180,-53.203140,-4302.141113,1102.043335,-106.204552,-4156.337402,1288.431763,-4265.212402,-3632.229004,21.711155,-3739.557373,-2926.374268,1238.492920,-3389.952637,-3639.831543,200.717590,2684.592773,,,,1703.507202,382.019257,370.656403,,,,,,,,,,-3026.192871,13.594549,-2352.278809,-2910.362061,1845.116699,-2396.464355,-2579.375244,11.210098,-1229.983887,-2477.864990,1845.018433,-1275.983398
491,4.091000,-4064.663330,2059.575928,-1901.044800,-4155.665039,2071.013916,-1910.002197,-4082.251953,2070.876953,-1773.780396,-4149.384277,2081.171631,-1784.874512,-4156.291992,1288.550781,-4264.980469,-3632.260254,21.709244,-3739.594482,-2926.441162,1238.466431,-3390.005859,-3476.361084,634.220276,393.128052,-3063.040527,1877.726318,593.776917,-2855.375000,638.144287,-848.774963,-2456.150146,1877.029419,-658.854431,-6638.422363,254.353729,35.745083,-5234.348633,1100.083984,-53.177464,-4302.126465,1102.072754,-106.195068,,,,,,,,,,-3639.826416,200.682449,2684.537842,,,,1703.444946,382.076080,370.648376,,,,,,,,,,-3026.193604,13.608880,-2352.256348,-2910.356201,1845.097900,-2396.483154,-2579.344238,11.248496,-1229.968262,-2477.872314,1845.059326,-1275.967896
492,4.099000,-4064.670654,2059.579834,-1901.044189,-4155.667480,2071.025879,-1910.005249,-4082.254395,2070.876953,-1773.784302,-4149.391602,2081.180664,-1784.875977,,,,,,,,,,-3476.364502,634.198669,393.117706,-3063.051758,1877.718262,593.780273,-2855.380371,638.162170,-848.777344,-2456.150146,1877.037964,-658.834839,-6638.428223,254.338745,35.737968,-5234.350098,1100.074829,-53.184204,-4302.126465,1102.076172,-106.188797,-4156.328125,1288.462524,-4265.098633,-3632.243164,21.714933,-3739.578857,-2926.408691,1238.481323,-3389.921875,-3639.803467,200.740097,2684.562500,,,,,,,,,,,,,,,,-3026.202881,13.642742,-2352.245605,-2910.358154,1845.115723,-2396.496094,-2579.375488,11.271601,-1229.948242,-2477.873291,1845.063232,-1275.955566
493,4.108000,-4064.661133,2059.558594,-1901.026001,-4155.670410,2071.024170,-1910.001587,-4082.255859,2070.858398,-1773.777832,-4149.383789,2081.157715,-1784.871216,-4156.316406,1288.447632,-4265.127930,-3632.228516,21.722641,-3739.544678,-2928.437744,1236.813599,-3394.283203,-3476.354004,634.158936,393.109314,-3063.054443,1877.691650,593.778076,-2855.367920,638.101807,-848.777039,-2456.167725,1877.013916,-658.814270,-6638.447754,254.278595,35.737480,-5234.351074,1100.039185,-53.203503,-4302.135254,1102.059082,-106.194283,,,,,,,,,,-3639.835449,200.839539,2684.599854,-5698.559570,3665.634033,-3627.968018,,,,,,,,,,,,,-3026.183594,13.604651,-2352.254639,-2910.337158,1845.085571,-2396.513916,-2579.372803,11.230133,-1229.961426,-2477.868408,1845.052246,-1275.958374
494,4.116000,-4064.672852,2059.549805,-1901.035767,-4155.663574,2071.015869,-1910.009155,-4082.258789,2070.856689,-1773.782837,-4149.394043,2081.139648,-1784.866577,,,,,,,,,,-3476.354004,634.141357,393.116211,-3063.061279,1877.678345,593.781006,-2855.371338,638.103271,-848.781311,-2456.310547,1877.785156,-659.342224,-6638.431641,254.266861,35.745327,-5234.356934,1100.026978,-53.203400,-4302.136230,1102.051270,-106.190750,-4156.321289,1288.460815,-4265.088867,-3632.245605,21.654484,-3739.624268,-2926.393311,1238.405029,-3389.966797,-3639.864502,200.772919,2684.558350,,,,1705.040405,380.846130,370.644592,,,,,,,,,,-3026.178223,13.613930,-2352.274170,-2910.327881,1845.092529,-2396.525635,-2579.357666,11.244808,-1229.931519,-2477.867920,1845.013916,-1275.955688
495,4.125000,-4064.671143,2059.547607,-1901.040283,-4155.674316,2071.029053,-1910.020142,-4082.262939,2070.858398,-1773.783569,-4149.398438,2081.179688,-1784.890137,-4156.300293,1288.532227,-4264.963379,-3632.247559,21.707537,-3739.579590,-2928.494873,1236.788696,-3394.333740,-3476.372803,634.175903,393.132111,-3063.038818,1877.672485,593.768005,-2855.364014,638.117371,-848.775085,-2456.322754,1877.835449,-659.408691,-6638.428223,254.295380,35.758408,-5234.357910,1100.036133,-53.195332,-4302.116699,1102.075195,-106.194275,,,,,,,,,,-3639.819336,200.671432,2684.543457,,,,,,,,,,,,,,,,-3026.172363,13.597825,-2352.260986,-2910.362793,1845.103271,-2396.523682,-2579.386963,11.246492,-1229.952148,-2477.873047,1845.034180,-1275.967896
496,4.133000,-4064.674805,2059.558350,-1901.044678,-4155.677246,2071.029785,-1910.009644,-4082.258301,2070.868164,-1773.785034,-4149.383789,2081.191895,-1784.873413,,,,,,,,,,-3476.374512,634.206299,393.138153,-3063.050781,1877.711426,593.774536,-2855.360107,638.145630,-848.770569,-2456.312012,1877.856201,-659.397095,-6638.434082,254.326141,35.765373,-5234.349121,1100.078857,-53.197033,-4302.117676,1102.103516,-106.196564,-4156.302734,1288.500122,-4265.047852,-3632.250244,21.721613,-3739.539551,-2926.440918,1238.430176,-3389.937012,-3639.781006,200.703690,2684.562500,,,,1705.122192,380.852631,370.617279,,,,,,,,,,-3026.186279,13.618406,-2352.271484,-2910.359863,1845.115723,-2396.514404,-2579.387695,11.276377,-1229.950684,-2477.881104,1845.058350,-1275.967407
497,4.141000,-4064.672363,2059.549316,-1901.034912,-4155.678711,2071.026367,-1910.006958,-4082.263428,2070.872070,-1773.782715,-4149.383789,2081.191895,-1784.886841,-4156.293945,1288.534058,-4264.968262,-3632.261963,21.682514,-3739.610107,-2926.495361,1238.364136,-3390.158936,-3476.383057,634.195007,393.138000,-3063.064453,1877.708496,593.765381,-2855.371338,638.134949,-848.789856,-2456.316650,1877.871704,-659.377502,-6638.434570,254.289841,35.749882,-5234.354492,1100.063354,-53.200832,-4302.119141,1102.071777,-106.207359,,,,,,,,,,-3639.816895,200.766800,2684.567627,,,,1705.087402,380.805725,370.649902,,,,,,,,,,-3026.175781,13.619756,-2352.276855,-2910.357422,1845.111328,-2396.513184,-2579.377930,11.253691,-1229.961548,-2477.877441,1845.055664,-1275.962524
498,4.150000,-4064.683838,2059.554932,-1901.034424,-4155.674805,2071.016113,-1909.993164,-4082.264893,2070.863525,-1773.785767,-4149.400391,2081.143066,-1784.878662,-4156.316895,1288.500732,-4265.086914,-3632.246094,21.651293,-3739.593994,-2928.491211,1236.828857,-3394.289062,-3476.378906,634.161804,393.119110,-3063.046143,1877.656006,593.762939,-2855.360840,638.113525,-848.785706,-2456.321533,1877.827393,-659.387390,-6638.431641,254.290222,35.741863,-5234.358887,1100.030518,-53.206951,-4302.121094,1102.063232,-106.204109,,,,,,,,,,-3639.792725,200.688660,2684.572998,-5698.541504,3665.624023,-3627.956543,1705.078979,380.826294,370.634979,,,,,,,,,,-3026.175293,13.607553,-2352.270752,-2910.346436,1845.076538,-2396.514893,-2579.389404,11.208910,-1229.961792,-2477.872314,1845.048218,-1275.968628
499,4.158000,-4064.686768,2059.548828,-1901.036743,-4155.676758,2070.991943,-1909.995361,-4082.261963,2070.847412,-1773.780396,-4149.390137,2081.161621,-1784.886719,,,,,,,,,,-3476.376221,634.162659,393.136932,-3062.626709,1876.645264,593.810669,-2855.364990,638.103821,-848.776184,-2456.174316,1877.027832,-658.847534,-6638.432129,254.291260,35.727524,-5234.354980,1100.027100,-53.190826,-4302.125000,1102.042847,-106.203331,-4156.324707,1288.459351,-4265.088379,-3632.237061,21.677395,-3739.551514,-2926.416748,1238.458252,-3389.921143,-3639.780029,200.623093,2684.555176,,,,1704.399780,380.729736,370.352539,,,,,,,,,,-3026.190430,13.602647,-2352.246338,-2910.346680,1845.083374,-2396.491455,-2579.370361,11.190911,-1229.977783,-2477.869629,1845.044678,-1275.968872
500,4.166000,-4064.684326,2059.557129,-1901.037598,-4155.684082,2071.013672,-1910.004639,-4082.267334,2070.851562,-1773.777222,-4149.387695,2081.175293,-1784.883423,,,,,,,,,,-3476.380127,634.204956,393.129150,-3063.009277,1877.614502,593.783691,-2855.358643,638.126404,-848.769165,-2456.161865,1877.011230,-658.823303,-6638.426270,254.333466,35.741283,-5234.348145,1100.058105,-53.182365,-4302.126953,1102.047241,-106.198799,-4156.308594,1288.490356,-4265.067871,-3632.250732,21.687979,-3739.570557,-2926.408203,1238.496338,-3389.956787,-3639.813232,200.733688,2684.573975,-5698.598145,3665.669434,-3627.990479,1705.049072,380.854767,370.610168,,,,,,,,,,-3026.165527,13.574311,-2352.280518,-2910.355957,1845.124634,-2396.491943,-2579.377686,11.247191,-1229.971680,-2477.869873,1845.050293,-1275.963745
501,4.174000,-4064.687744,2059.571533,-1901.036133,-4155.677246,2071.030273,-1910.008545,-4082.264893,2070.867676,-1773.783081,-4149.397461,2081.199463,-1784.888550,,,,,,,,,,-3476.377930,634.217957,393.133240,-3063.042236,1877.705811,593.770447,-2855.369873,638.141296,-848.768982,-2456.288818,1877.766968,-659.318848,-6638.423828,254.357361,35.730644,-5234.349609,1100.083618,-53.189728,-4302.138184,1102.067261,-106.187141,-4156.319336,1288.484009,-4265.087891,-3632.243408,21.701725,-3739.568604,-2926.368896,1238.491821,-3389.973145,-3639.803955,200.746033,2684.566162,-5698.578125,3665.659668,-3627.989990,1705.092285,380.838440,370.618195,,,,,,,,,,-3026.174316,13.594946,-2352.286377,-2910.375977,1845.163330,-2396.487793,-2579.355469,11.252810,-1229.964233,-2477.871094,1845.082886,-1275.968018
502,4.183000,-4064.685303,2059.565918,-1901.037354,-4155.688965,2071.028320,-1910.011475,-4082.263916,2070.875244,-1773.792969,-4149.392578,2081.167236,-1784.880493,,,,,,,,,,-3476.383301,634.185730,393.108307,-3063.051758,1877.685547,593.773315,-2855.376465,638.132568,-848.790771,-2456.161621,1877.051514,-658.830872,-6638.424316,254.313446,35.705418,-5234.351562,1100.057617,-53.217552,-4302.153320,1102.052124,-106.205666,-4156.328125,1288.461548,-4265.100098,-3632.252197,21.680229,-3739.590088,-2926.387939,1238.494751,-3389.970703,-3639.789062,200.700974,2684.585205,,,,,,,,,,,,,,,,-3026.162598,13.599855,-2352.278076,-2910.352539,1845.131104,-2396.523193,-2579.360596,11.250052,-1229.958496,-2477.870850,1845.058716,-1275.972656
503,4.191000,-4064.700195,2059.559814,-1901.043213,-4155.695312,2071.010742,-1910.008301,-4082.271973,2070.852295,-1773.781250,-4149.394043,2081.145508,-1784.880005,,,,,,,,,,-3476.377930,634.161316,393.116180,-3063.050293,1877.656738,593.770386,-2855.381592,638.110779,-848.775818,-2456.147949,1876.993408,-658.841309,-6638.449707,254.303513,35.719910,-5234.362793,1100.031372,-53.213787,-4302.147949,1102.044434,-106.206085,-4156.325684,1288.450195,-4265.116211,-3632.252441,21.703764,-3739.548828,-2926.369629,1238.471680,-3389.916260,-3639.797119,200.677551,2684.535156,,,,,,,,,,,,,,,,-3026.171631,13.597732,-2352.267578,-2910.349121,1845.088257,-2396.520752,-2579.374023,11.238277,-1229.962891,-2477.872314,1845.032471,-1275.981934
504,4.200000,-4064.692871,2059.560791,-1901.045776,-4155.699707,2071.003418,-1910.003418,-4082.271484,2070.851807,-1773.780884,-4149.394531,2081.162109,-1784.872803,,,,,,,,,,-3476.380371,634.175781,393.127686,-3063.043213,1877.668335,593.764954,-2855.366211,638.122803,-848.767456,-2456.147705,1877.013306,-658.832520,-6638.442871,254.325958,35.730457,-5234.350586,1100.048462,-53.203812,-4302.135742,1102.043945,-106.190544,-4156.329102,1288.457886,-4265.155762,-3632.250977,21.675470,-3739.594727,-2926.348389,1238.502686,-3389.958984,-3639.804199,200.687714,2684.545410,-5698.576172,3665.637451,-3627.986572,1705.124268,380.879913,370.610474,,,,,,,,,,-3026.174561,13.582048,-2352.285889,-2910.354004,1845.082886,-2396.503662,-2579.379150,11.247809,-1229.938110,-2477.872559,1845.026489,-1275.965088
505,4.208000,-4064.682373,2059.563721,-1901.027466,-4155.687988,2071.028809,-1910.002808,-4082.276855,2070.869629,-1773.783447,-4149.388672,2081.213379,-1784.870117,,,,,,,,,,-3476.364746,634.217834,393.130341,-3063.045898,1877.703613,593.778992,-2855.357910,638.165222,-848.746094,-2456.140137,1877.038696,-658.813416,-6638.427246,254.356140,35.751099,-5234.346191,1100.058594,-53.189705,-4302.112305,1102.082153,-106.175598,-4156.330078,1288.446899,-4265.147949,-3632.251953,21.711184,-3739.559570,-2926.367920,1238.451294,-3389.952881,-3639.800049,200.765701,2684.571533,-5698.586914,3665.664551,-3627.988525,1704.399414,380.754181,370.347809,,,,,,,,,,-3026.192871,13.616588,-2352.264160,-2910.354492,1845.124023,-2396.495361,-2579.351807,11.261815,-1229.940186,-2477.872070,1845.054688,-1275.965454
506,4.216000,-4064.695312,2059.562012,-1901.044189,-4155.686035,2071.018311,-1909.997192,-4082.276367,2070.872070,-1773.779175,-4149.395508,2081.199707,-1784.878662,,,,,,,,,,-3476.369385,634.205627,393.127075,-3062.643066,1876.754395,593.814941,-2855.387939,638.161194,-848.762329,-2456.302490,1877.813965,-659.351318,-6638.432129,254.349060,35.751953,-5234.357422,1100.074707,-53.182507,-4302.131348,1102.070068,-106.193741,-4156.303711,1288.485107,-4265.074707,-3632.246582,21.714922,-3739.559570,-2926.382568,1238.450928,-3389.963623,-3639.791260,200.724319,2684.567871,-5698.594727,3665.670410,-3627.987549,1705.033691,380.845551,370.604340,,,,,,,,,,-3026.209473,13.608099,-2352.269775,-2910.349854,1845.113525,-2396.506592,-2579.339600,11.276736,-1229.932495,-2477.876709,1845.060913,-1275.978882
507,4.224000,-4064.701172,2059.548340,-1901.037964,-4155.703125,2071.004395,-1910.008423,-4082.290283,2070.860840,-1773.784180,-4149.410645,2081.160156,-1784.862305,,,,,,,,,,-3476.381104,634.168640,393.112305,-3062.990723,1877.540527,593.764221,-2855.388672,638.115540,-848.776611,-2456.186768,1877.089478,-658.903320,-6638.445312,254.311172,35.730217,-5234.364746,1100.048462,-53.212044,-4302.148926,1102.036865,-106.209915,-4156.322266,1288.441406,-4265.187500,-3632.242920,21.714399,-3739.568604,-2926.368164,1238.438843,-3389.995850,-3639.748047,200.659836,2684.496582,,,,1705.110596,380.845062,370.637238,,,,,,,,,,-3026.173340,13.598744,-2352.283447,-2910.346680,1845.087646,-2396.526367,-2579.365723,11.247765,-1229.969360,-2477.884521,1845.037476,-1275.968506
508,4.233000,-4064.706787,2059.542236,-1901.028442,-4155.712402,2070.998535,-1910.000854,-4082.280518,2070.848389,-1773.760010,-4149.405762,2081.152832,-1784.852661,,,,,,,,,,-3476.392578,634.175354,393.118347,-3063.047607,1877.664917,593.776978,-2855.396240,638.120117,-848.753174,-2456.317139,1877.791382,-659.373535,-6638.458008,254.275330,35.714775,-5234.356934,1100.035400,-53.209492,-4302.391602,1101.795166,-106.560638,-4156.316895,1288.477051,-4265.115234,-3632.241455,21.694874,-3739.550049,-2926.396484,1238.452026,-3389.939209,-3639.802734,200.681625,2684.549805,,,,,,,,,,,,,,,,-3026.173584,13.586337,-2352.286133,-2910.337646,1845.067627,-2396.515137,-2579.347900,11.244371,-1229.924072,-2477.879883,1845.036133,-1275.953979
509,4.241000,-4064.717773,2059.545898,-1901.023926,-4155.697754,2071.025635,-1910.004272,-4082.281982,2070.868896,-1773.755493,-4149.401855,2081.200195,-1784.866699,,,,,,,,,,-3476.381836,634.202942,393.135681,-3062.641113,1876.736450,593.824707,-2855.372559,638.151367,-848.719971,-2456.317383,1877.873779,-659.386292,-6638.436523,254.305038,35.743893,-5234.344727,1100.060791,-53.192039,-4302.149414,1102.050537,-106.196457,-4156.308105,1288.486694,-4265.083984,-3632.248047,21.711601,-3739.540039,-2926.396729,1238.468628,-3389.949951,-3639.806641,200.733398,2684.570557,-5698.582031,3665.651367,-3627.985352,1705.113159,380.842346,370.653259,,,,,,,,,,-3026.169434,13.582154,-2352.262207,-2910.355225,1845.123535,-2396.516113,-2579.370850,11.307606,-1229.924072,-2477.876953,1845.062378,-1275.943604
510,4.250000,-4064.697266,2059.533203,-1901.017578,-4155.713379,2071.036865,-1910.014404,-4082.278809,2070.880615,-1773.754150,-4149.414551,2081.232178,-1784.860107,-4156.317383,1288.467407,-4265.140625,-3632.222168,21.712198,-3739.556396,-2928.488281,1236.788696,-3394.365234,-3476.375732,634.196350,393.150543,-3062.600586,1876.654785,593.821777,-2855.405518,638.146423,-848.747986,-2456.315430,1877.876587,-659.388733,-6638.431152,254.319077,35.747200,-5234.355957,1100.069702,-53.180569,-4302.127441,1102.067017,-106.194458,,,,,,,,,,-3639.814697,200.816925,2684.574219,-5698.557617,3665.628418,-3627.978271,,,,,,,,,,,,,-3026.173828,13.581300,-2352.294189,-2910.347412,1845.115112,-2396.535400,-2579.384766,11.286426,-1229.954346,-2477.869629,1845.064819,-1275.962891
511,4.258000,-4064.713379,2059.539795,-1901.027710,-4155.704590,2071.012451,-1909.999390,-4082.281006,2070.872070,-1773.771606,-4149.412109,2081.145752,-1784.834229,,,,,,,,,,-3476.379883,634.168823,393.133728,-3063.022949,1877.621582,593.755615,-2855.407227,638.123108,-848.749390,-2456.323975,1877.836182,-659.390808,-6638.438965,254.301453,35.748222,-5234.355957,1100.056641,-53.203472,-4302.387695,1101.812622,-106.566856,-4156.312500,1288.489380,-4265.085449,-3632.236572,21.686934,-3739.573730,-2926.407227,1238.433472,-3390.006836,-3639.796387,200.719940,2684.546143,,,,1705.093384,380.889557,370.638000,,,,,,,,,,-3026.168701,13.600200,-2352.286133,-2910.343018,1845.101562,-2396.518799,-2579.370361,11.230759,-1229.949951,-2477.861816,1845.049072,-1275.978027
512,4.266000,-4064.723389,2059.547363,-1901.032593,-4155.724609,2071.015869,-1909.997437,-4082.283447,2070.866943,-1773.768188,-4149.425781,2081.117188,-1784.838623,,,,,,,,,,-3476.400879,634.186401,393.110626,-3062.633545,1876.698242,593.797180,-2855.408203,638.118530,-848.756409,-2456.197998,1877.064941,-658.869751,-6638.448730,254.287186,35.734165,-5234.361328,1100.048462,-53.216125,-4302.180176,1102.010254,-106.244118,-4156.329590,1288.436768,-4265.157227,-3632.238525,21.686691,-3739.563965,-2926.407715,1238.422729,-3389.975342,-3639.820068,200.749298,2684.547607,,,,,,,,,,,,,,,,-3026.162598,13.593296,-2352.303711,-2910.352295,1845.061035,-2396.514160,-2579.377686,11.262242,-1229.957642,-2477.870361,1845.036011,-1275.986084
513,4.275000,-4064.723389,2059.546875,-1901.012451,-4155.713867,2071.014893,-1909.984985,-4082.288330,2070.859619,-1773.759033,-4149.416016,2081.187744,-1784.849609,,,,,,,,,,-3476.381104,634.193787,393.134399,-3063.033936,1877.689331,593.776672,-2855.385254,638.137756,-848.736084,-2456.324951,1877.868042,-659.368103,-6638.444824,254.312607,35.737766,-5234.351562,1100.062744,-53.204990,-4302.142090,1102.055054,-106.203239,-4156.309570,1288.504639,-4265.035645,-3632.227295,21.723574,-3739.524414,-2926.379150,1238.461304,-3389.938721,-3639.819824,200.827545,2684.579834,-5698.587402,3665.655029,-3627.988037,,,,,,,,,,,,,-3026.184326,13.573254,-2352.293457,-2910.356201,1845.098999,-2396.531250,-2579.352051,11.286405,-1229.947998,-2477.869629,1845.062866,-1275.968018
514,4.283000,-4064.718262,2059.541992,-1901.014893,-4155.716309,2071.022705,-1909.991699,-4082.287842,2070.853516,-1773.752563,-4149.414062,2081.189941,-1784.849243,,,,,,,,,,-3476.388184,634.200378,393.140137,-3062.614258,1876.702881,593.820618,-2855.389404,638.132874,-848.742798,-2456.171387,1877.067749,-658.834229,-6638.432129,254.332214,35.736073,-5234.347656,1100.055542,-53.173805,-4302.131836,1102.065796,-106.171455,-4156.326172,1288.489868,-4265.114258,-3632.237305,21.690712,-3739.553955,-2926.397705,1238.469238,-3389.919922,-3639.828125,200.771042,2684.586182,-5698.567871,3665.642090,-3627.974609,1703.461670,382.070862,370.635437,,,,,,,,,,-3026.170166,13.565437,-2352.290283,-2910.344727,1845.117432,-2396.520020,-2579.356445,11.275002,-1229.942993,-2477.868164,1845.049561,-1275.981079
515,4.291000,-4064.719727,2059.540283,-1901.005615,-4155.710938,2071.012207,-1909.980835,-4082.286865,2070.865723,-1773.754272,-4149.422852,2081.171631,-1784.852295,-4156.313965,1288.479614,-4265.140625,-3632.228516,21.768736,-3739.512939,-2928.490723,1236.805664,-3394.391846,-3476.391357,634.207214,393.139923,-3062.998779,1877.600220,593.759216,-2855.386230,638.124451,-848.750122,-2456.165039,1877.004883,-658.811462,-6638.439453,254.333557,35.744122,-5234.360840,1100.065552,-53.188538,-4302.133789,1102.052979,-106.199249,,,,,,,,,,-3639.816162,200.751556,2684.572754,,,,,,,,,,,,,,,,-3026.160889,13.557269,-2352.302002,-2910.338379,1845.096436,-2396.537109,-2579.366699,11.232119,-1229.959106,-2477.856201,1845.035156,-1275.979492
516,4.299000,-4064.725830,2059.562012,-1901.005615,-4155.720703,2071.020020,-1909.982910,-4082.295898,2070.868896,-1773.760376,-4149.416992,2081.141846,-1784.836914,,,,,,,,,,-3476.383545,634.217285,393.129059,-3063.053223,1877.705322,593.773560,-2855.393799,638.152588,-848.765259,-2456.182617,1876.995972,-658.802307,-6638.437988,254.340118,35.721848,-5234.353027,1100.054810,-53.194038,-4302.134277,1102.065430,-106.198936,-4156.307129,1288.485718,-4265.065430,-3632.250732,21.719748,-3739.583008,-2926.396484,1238.471436,-3389.953613,-3639.792236,200.702896,2684.573486,,,,,,,,,,,,,,,,-3026.167480,13.593941,-2352.290527,-2910.340576,1845.114868,-2396.538574,-2579.361328,11.235874,-1229.956543,-2477.865479,1845.050049,-1275.971069
517,4.308000,-4064.735840,2059.558105,-1901.010742,-4155.726074,2071.018799,-1909.978760,-4082.297363,2070.861084,-1773.747559,-4149.435059,2081.171875,-1784.833252,,,,,,,,,,-3476.387939,634.221375,393.134644,-3063.048828,1877.683594,593.761902,-2855.394531,638.132874,-848.761230,-2456.178223,1877.012817,-658.788574,-6638.449219,254.323303,35.721397,-5234.362793,1100.061768,-53.195789,-4302.150391,1102.061523,-106.192093,-4156.319336,1288.480835,-4265.131348,-3632.235840,21.658100,-3739.615234,-2926.365723,1238.454834,-3389.953613,-3639.812256,200.719177,2684.528809,,,,1705.066162,380.857880,370.645050,,,,,,,,,,-3026.178955,13.621982,-2352.264160,-2910.351318,1845.138916,-2396.532227,-2579.354980,11.245307,-1229.935669,-2477.871826,1845.038818,-1275.976562
518,4.316000,-4064.732666,2059.550049,-1901.017822,-4155.728516,2070.999756,-1909.973145,-4082.291504,2070.851074,-1773.742432,-4149.427246,2081.145020,-1784.816284,,,,,,,,,,-3476.372314,634.218262,393.127136,-3063.047119,1877.681763,593.775146,-2855.392822,638.108643,-848.773926,-2456.173096,1877.010864,-658.805115,-6638.444336,254.339523,35.728737,-5234.356934,1100.044434,-53.194309,-4302.133301,1102.058350,-106.189232,-4156.323730,1288.477295,-4265.103516,-3632.236328,21.663372,-3739.602295,-2926.376221,1238.471924,-3389.944580,-3639.810059,200.745300,2684.566650,,,,1703.580688,382.003143,370.615692,,,,,,,,,,-3026.164795,13.573363,-2352.263184,-2910.334717,1845.088867,-2396.516602,-2579.371094,11.261107,-1229.958252,-2477.856934,1845.026611,-1275.974243
519,4.325000,-4064.735352,2059.548340,-1901.016846,-4155.729980,2070.993408,-1909.973633,-4082.301514,2070.852295,-1773.750366,-4149.429688,2081.163330,-1784.857300,,,,,,,,,,-3476.369141,634.204163,393.135406,-3063.003418,1876.914185,593.671387,-2855.379150,638.086975,-848.786682,-2456.174072,1877.021973,-658.814758,-6638.438965,254.337219,35.734657,-5234.348633,1100.043457,-53.191025,-4302.131348,1102.049561,-106.198456,-4156.294434,1288.523682,-4265.020508,-3632.241699,21.710245,-3739.528076,-2926.382324,1238.499634,-3389.967285,-3639.817383,200.756973,2684.585449,,,,,,,,,,,,,,,,-3026.185547,13.597134,-2352.276611,-2910.354492,1845.108398,-2396.538330,-2579.375000,11.227599,-1229.922363,-2477.862793,1845.011230,-1275.971558
520,4.333000,-4064.730225,2059.563965,-1901.004639,-4155.731445,2071.003418,-1909.968750,-4082.304932,2070.870605,-1773.743530,-4149.426758,2081.185059,-1784.850342,,,,,,,,,,-3476.374268,634.195740,393.116119,-3063.048340,1877.651978,593.770447,-2855.377441,638.084839,-848.784180,-2456.182373,1877.004150,-658.805969,-6638.442383,254.315765,35.742584,-5234.356934,1100.051880,-53.187172,-4302.119629,1102.065308,-106.194511,-4156.310547,1288.499023,-4265.057129,-3632.244385,21.714466,-3739.598389,-2926.399414,1238.497314,-3389.907227,-3639.802979,200.771667,2684.556885,,,,1704.333618,380.751770,370.332672,,,,,,,,,,-3026.186279,13.605906,-2352.256836,-2910.334717,1845.084839,-2396.526123,-2579.385742,11.261327,-1229.933105,-2477.854736,1845.040039,-1275.977417
521,4.341000,-4064.731689,2059.564209,-1900.999146,-4155.742188,2071.006104,-1909.961426,-4082.297852,2070.871094,-1773.730469,-4149.432617,2081.179932,-1784.822021,,,,,,,,,,-3476.372070,634.209839,393.126495,-3062.644531,1876.716187,593.799561,-2855.374512,638.110229,-848.783569,-2456.180420,1877.005249,-658.809265,-6638.444824,254.316986,35.726017,-5234.354492,1100.066406,-53.202198,-4302.135742,1102.084717,-106.192284,-4156.305176,1288.476807,-4265.139648,-3632.233887,21.713390,-3739.549072,-2926.356445,1238.470459,-3389.943359,-3639.822998,200.755737,2684.548340,-5698.562500,3665.645508,-3627.958740,1704.361694,380.698029,370.334137,,,,,,,,,,-3026.170410,13.631169,-2352.265869,-2910.343262,1845.093140,-2396.521973,-2579.353271,11.257955,-1229.912476,-2477.861572,1845.054810,-1275.963013
